0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249
5.29206,5.29206,4.99044,4.68882,4.7985,4.7985,4.96302,4.7985,4.7985,3.23556,4.35978,3.4000802,6.25176,6.22434,6.22434,4.3872,4.77108,4.77108,4.113,4.19526,4.19526,4.2501,3.3178198,2.8791,2.8791,2.93394,2.55006,2.55006,3.2904,2.52264,2.52264,2.24844,2.35812,0.87744004,1.94682,2.4678001,2.4678001,2.08392,1.94682,1.8097199,1.8645601,1.72746,1.94682,1.94682,1.83714,1.8097199,1.8097199,2.0290802,1.94682,1.94682,1.8645601,2.13876,1.83714,1.94682,1.7000401,1.7823,1.8097199,1.8645601,1.7823,1.48068,1.5355201,1.72746,1.72746,1.72746,1.83714,1.83714,1.72746,1.61778,1.61778,1.7823,1.6452,1.6452,1.7548801,1.6452,1.7000401,1.67262,1.8097199,1.94682,1.42584,1.7823,1.7823,1.56294,1.26132,1.45326,1.45326,1.42584,1.42584,1.42584,1.31616,1.17906,1.17906,1.31616,1.0145401,1.34358,1.17906,1.0968,1.0968,1.0968,0.95970005,0.85002005,0.90485996,0.93228006,0.93228006,0.93228006,1.0968,0.93228006,0.93228006,0.87744004,0.93228006,0.93228006,1.2339001,1.0968,1.0968,1.20648,1.12422,1.0968,1.0968,1.31616,1.17906,1.17906,1.0968,1.17906,1.2339001,1.31616,1.06938,1.06938,1.15164,1.12422,1.12422,1.20648,1.06938,1.06938,1.06938,1.12422,1.20648,1.20648,0.98712,0.93228006,0.93228006,1.04196,1.04196,1.17906,1.20648,1.15164,1.15164,1.12422,1.15164,1.15164,1.12422,1.0145401,1.0145401,1.17906,1.04196,0.98712,0.98712,1.20648,1.17906,1.17906,1.2339001,1.28874,1.06938,0.98712,1.0968,1.0968,1.28874,1.2339001,1.2339001,1.31616,1.31616,1.31616,1.48068,1.48068,1.67262,1.67262,1.7000401,1.34358,1.34358,1.12422,0.93228006,0.93228006,0.8226,0.8226,0.74034,0.76776004,0.85002005,0.85002005,0.95970005,0.90485996,0.90485996,0.76776004,0.74034,0.60324,0.60324,0.6855,0.74034,0.74034,0.6855,0.6855,0.74034,0.79518,0.79518,0.98712,0.85002005,0.87744004,0.87744004,0.95970005,0.90485996,0.90485996,0.85002005,0.63066,0.76776004,0.76776004,0.79518,0.65808,0.65808,0.6855,0.6855,0.65808,0.6855,0.76776004,0.71292,0.74034,0.71292,0.71292,0.6855,0.6855,0.6855,0.8226,0.79518,0.79518,0.79518,0.71292,0.63066,0.63066,0.6855,0.57582,0.63066,0.65808,0.65808,0.65808,0.87744004,0.74034,0.74034,0.6855,0.60324,0.60324,0.65808,0.63066,0.63066,0.5484
5.5388403,5.10012,4.99044,3.34524,2.8791,2.8791,4.96302,4.71624,4.71624,3.23556,4.35978,4.35978,3.8113801,6.22434,5.12754,5.12754,4.6614,4.9356003,4.9356003,4.3049397,3.4275002,4.2501,3.7291203,3.23556,2.8791,2.93394,4.3872,4.3872,3.2904,2.93394,2.96136,2.96136,2.35812,2.35812,2.35812,2.4678001,2.22102,2.22102,2.71458,1.8097199,1.8097199,1.8645601,1.9194001,1.94682,2.0290802,2.0290802,2.0290802,2.0290802,1.8097199,2.1936,1.8645601,2.13876,1.9194001,1.9194001,1.7000401,1.61778,1.61778,1.97424,1.7823,1.7823,1.7823,1.72746,1.72746,1.7548801,1.5355201,1.83714,1.7000401,1.67262,1.7548801,1.7823,1.8097199,1.8645601,1.8645601,1.6452,2.0565,2.0565,1.8097199,1.94682,1.94682,1.7823,1.7823,1.7823,1.7000401,1.6452,1.45326,1.34358,1.20648,1.31616,1.31616,1.20648,1.12422,1.31616,1.0145401,1.0968,1.0968,1.0968,1.04196,1.04196,1.12422,0.85002005,0.85002005,0.95970005,0.93228006,0.93228006,0.87744004,0.95970005,0.87744004,0.87744004,1.04196,1.17906,1.2339001,1.17906,1.20648,1.20648,1.12422,1.371,1.371,1.31616,1.17906,1.17906,1.17906,1.17906,1.17906,1.26132,1.17906,1.12422,1.12422,1.04196,1.20648,1.20648,1.0968,0.98712,1.06938,1.12422,1.20648,1.20648,0.98712,1.0968,1.0968,1.04196,1.04196,1.04196,1.12422,1.15164,1.06938,1.06938,1.31616,1.12422,1.12422,1.12422,1.26132,1.17906,1.2339001,1.12422,1.12422,1.20648,1.371,1.371,1.2339001,1.28874,1.28874,1.12422,1.0968,1.15164,1.15164,1.28874,1.15164,1.15164,1.39842,1.371,1.48068,1.5081,1.2339001,1.2339001,1.7000401,1.67262,1.67262,1.12422,0.93228006,0.93228006,0.90485996,0.8226,0.87744004,0.87744004,0.85002005,0.90485996,0.90485996,0.8226,0.8226,0.76776004,0.71292,0.71292,0.60324,0.6855,0.71292,0.71292,0.6855,0.6855,0.6855,0.6855,0.79518,0.79518,0.79518,0.76776004,0.90485996,0.90485996,0.95970005,0.87744004,0.85002005,0.8226,0.85002005,0.76776004,0.79518,0.8226,0.8226,0.6855,0.6855,0.6855,0.6855,0.76776004,0.74034,0.74034,0.76776004,0.6855,0.6855,0.74034,0.6855,0.8226,0.74034,0.74034,0.74034,0.71292,0.71292,0.71292,0.6855,0.57582,0.57582,0.65808,0.65808,0.65808,0.79518,0.74034,0.74034,0.74034,0.74034,0.74034,0.65808,0.57582,0.5484,0.5484
3.4000802,5.10012,5.10012,3.89364,2.8791,4.03074,4.03074,3.7291203,3.23556,3.23556,4.27752,3.18072,3.8113801,4.9356003,4.60656,4.60656,4.6614,5.2372203,5.2372203,4.3049397,3.4275002,3.1533,3.1533,3.23556,4.16784,4.16784,4.113,4.2501,4.2501,3.59202,2.96136,2.96136,3.3178198,2.24844,2.35812,2.3307,2.65974,2.65974,2.71458,2.41296,2.65974,2.65974,1.9194001,2.38554,2.38554,2.0290802,1.8097199,1.8097199,2.11134,2.1936,2.1936,2.1936,1.89198,1.9194001,1.94682,1.72746,1.61778,1.97424,1.8645601,1.8645601,1.7823,1.72746,2.0016599,2.0016599,1.5355201,1.94682,1.94682,1.9194001,1.7548801,1.7548801,1.8097199,1.8645601,1.8645601,1.94682,1.97424,2.0565,2.0565,1.7000401,1.89198,1.7823,1.83714,1.67262,1.7000401,1.6452,1.2339001,1.2339001,1.20648,1.2339001,1.2339001,1.06938,1.12422,1.12422,1.15164,1.15164,1.0968,1.06938,1.04196,1.12422,1.12422,0.95970005,0.90485996,0.95970005,0.93228006,0.93228006,0.93228006,0.95970005,1.06938,1.06938,1.0968,1.17906,1.17906,1.17906,1.20648,1.20648,1.20648,1.20648,1.28874,1.28874,1.20648,1.17906,1.17906,1.12422,1.15164,1.26132,1.17906,1.0145401,1.0145401,1.04196,1.0968,1.0968,0.87744004,0.98712,0.98712,1.06938,1.12422,1.20648,1.20648,1.26132,1.04196,1.04196,1.06938,1.0968,1.12422,1.20648,1.20648,1.20648,1.31616,1.26132,1.26132,1.28874,1.26132,1.26132,1.26132,1.12422,1.28874,1.28874,1.45326,1.2339001,1.2339001,1.48068,1.26132,1.12422,1.31616,1.0968,1.0968,1.28874,1.26132,1.26132,1.39842,1.371,1.371,1.42584,1.2339001,1.7823,1.7823,1.61778,1.34358,1.34358,1.12422,1.0145401,0.90485996,0.98712,1.0145401,1.0145401,0.85002005,0.95970005,0.95970005,0.8226,0.8226,0.8226,0.76776004,0.71292,0.65808,0.65808,0.6855,0.71292,0.71292,0.6855,0.71292,0.6855,0.57582,0.6855,0.6855,0.76776004,0.90485996,0.90485996,0.95970005,0.87744004,0.87744004,0.85002005,0.85002005,0.8226,0.8226,1.0145401,0.79518,0.79518,0.87744004,0.8226,0.6855,0.74034,0.85002005,0.85002005,0.76776004,0.79518,0.79518,0.74034,0.6855,0.6855,0.74034,0.74034,0.6855,0.6855,0.65808,0.65808,0.65808,0.6855,0.79518,0.65808,0.6855,0.76776004,0.76776004,0.74034,0.8226,0.8226,0.8226,0.74034,0.74034,0.74034,0.5484,0.5484
3.4000802,3.64686,2.90652,3.89364,2.8791,3.4000802,3.4000802,3.7291203,3.3726602,3.3726602,3.1533,3.18072,3.18072,3.5097601,4.60656,4.57914,4.57914,4.22268,4.90818,4.90818,4.27752,4.22268,3.1533,4.03074,4.22268,4.16784,4.113,2.24844,2.24844,3.59202,2.93394,3.5097601,3.5097601,2.24844,2.9887803,2.9887803,3.23556,3.18072,3.18072,2.68716,2.65974,2.65974,2.6049001,2.65974,2.38554,2.41296,1.9194001,1.9194001,2.11134,1.9194001,1.94682,2.1936,1.89198,1.8097199,1.8097199,1.72746,1.67262,1.67262,1.8097199,1.8645601,1.8645601,1.89198,2.30328,2.0016599,1.9194001,2.13876,1.94682,1.9194001,1.8097199,1.9194001,1.8097199,1.83714,2.16618,2.16618,1.97424,2.13876,2.13876,1.7000401,1.89198,1.89198,2.24844,1.67262,1.67262,1.56294,1.371,1.2339001,1.28874,1.0968,0.98712,1.06938,1.04196,1.06938,1.15164,1.15164,1.20648,1.20648,1.04196,0.98712,0.98712,0.90485996,0.90485996,0.90485996,0.8226,0.93228006,0.93228006,1.12422,1.0968,1.0968,1.0968,1.17906,1.15164,1.17906,1.26132,1.2339001,1.2339001,1.20648,1.2339001,1.2339001,1.20648,1.17906,1.17906,1.20648,1.15164,1.15164,1.26132,1.15164,1.06938,1.06938,0.98712,1.0968,0.87744004,1.0145401,1.06938,1.06938,1.12422,1.12422,1.12422,1.26132,1.0968,1.0968,1.17906,1.0968,1.0968,1.0968,1.0145401,1.15164,1.15164,1.26132,1.28874,1.28874,1.12422,1.20648,1.26132,1.15164,1.28874,1.28874,1.45326,1.20648,1.20648,1.26132,1.26132,1.26132,1.28874,1.0968,1.15164,1.15164,1.17906,1.34358,1.34358,1.17906,1.31616,1.42584,1.15164,1.42584,1.42584,1.61778,1.48068,1.48068,1.12422,1.0145401,1.0145401,1.06938,1.0145401,0.98712,0.98712,1.04196,0.76776004,0.76776004,0.71292,0.8226,0.76776004,0.71292,0.74034,0.74034,0.6855,0.63066,0.63066,0.6855,0.71292,0.71292,0.6855,0.6855,0.74034,0.74034,0.79518,0.8226,0.8226,0.87744004,0.87744004,0.85002005,0.85002005,0.90485996,0.90485996,1.0145401,0.90485996,0.90485996,0.87744004,0.8226,0.8226,0.95970005,0.85002005,0.76776004,0.76776004,0.79518,0.85002005,0.85002005,0.79518,0.90485996,0.74034,0.8226,0.85002005,0.85002005,0.65808,0.8226,0.8226,0.8226,0.79518,0.79518,0.71292,0.76776004,0.71292,0.71292,0.85002005,0.8226,0.8226,0.87744004,0.79518,0.74034,0.74034,0.76776004
4.6614,4.71624,2.90652,2.90652,3.4000802,2.85168,3.3726602,3.3726602,2.90652,3.1533,3.1533,3.0984602,4.113,3.5097601,4.5243,4.0855803,4.0855803,4.22268,4.27752,4.27752,4.27752,4.22268,4.49688,4.49688,4.22268,3.78396,3.78396,3.92106,2.9887803,2.9887803,3.04362,3.67428,3.5097601,3.3178198,4.0033197,2.9887803,3.23556,2.71458,2.71458,2.68716,2.52264,2.52264,2.52264,2.65974,2.41296,2.41296,1.9194001,1.8645601,1.8645601,1.7000401,1.94682,1.94682,2.13876,2.0565,1.8097199,1.72746,1.97424,1.97424,1.8097199,1.7548801,2.0565,1.89198,2.30328,2.27586,2.27586,2.13876,1.97424,1.97424,2.08392,1.9194001,1.9194001,2.24844,2.16618,2.16618,2.16618,2.44038,2.13876,2.3307,2.3307,2.38554,2.24844,1.9194001,1.67262,1.67262,1.371,1.34358,1.34358,1.0968,0.98712,0.98712,1.06938,1.06938,1.06938,1.20648,1.2339001,1.20648,1.12422,0.93228006,0.90485996,0.90485996,0.85002005,1.0145401,0.8226,0.93228006,1.2339001,1.2339001,1.0968,1.28874,1.28874,1.0968,1.15164,1.15164,1.39842,1.2339001,1.2339001,1.12422,1.28874,1.39842,1.39842,1.17906,1.31616,1.20648,1.26132,1.34358,1.34358,1.15164,1.20648,1.20648,0.98712,1.0968,1.0968,1.0145401,1.06938,1.06938,1.04196,1.12422,1.0968,1.0968,1.17906,1.31616,1.17906,1.2339001,1.0968,1.0968,1.0145401,1.26132,1.26132,1.26132,1.20648,1.20648,1.12422,1.20648,1.20648,1.20648,1.371,1.20648,1.20648,1.31616,1.26132,1.26132,1.2339001,1.17906,1.28874,1.17906,1.06938,1.06938,1.17906,1.26132,1.26132,1.26132,1.31616,1.31616,1.39842,1.42584,1.7823,1.7823,1.39842,1.371,1.371,1.04196,0.95970005,1.06938,1.0968,0.87744004,0.87744004,1.04196,0.93228006,0.93228006,0.87744004,0.8226,0.8226,0.76776004,0.74034,0.63066,0.63066,0.63066,0.65808,0.65808,0.57582,0.57582,0.6855,0.65808,0.63066,0.63066,0.79518,0.87744004,0.87744004,0.87744004,0.87744004,0.87744004,0.87744004,0.90485996,0.95970005,0.95970005,0.87744004,0.90485996,0.90485996,0.93228006,0.87744004,0.95970005,1.04196,1.0968,1.0968,0.79518,1.0145401,1.0145401,0.95970005,0.90485996,0.90485996,0.93228006,0.85002005,0.85002005,0.85002005,0.95970005,0.8226,0.8226,0.76776004,0.79518,0.71292,0.71292,0.71292,0.71292,0.85002005,0.8226,0.8226,0.85002005,0.79518,0.79518,0.71292,0.76776004
5.81304,4.71624,3.7291203,5.0727,3.4000802,2.85168,3.12588,3.12588,2.90652,4.27752,4.27752,3.94848,4.113,4.77108,4.77108,4.0855803,3.48234,3.48234,2.82426,3.8113801,3.8113801,5.37432,5.8953,4.49688,5.45658,4.57914,4.57914,3.92106,3.92106,3.92106,3.04362,3.67428,4.4146204,4.4146204,4.0033197,3.9759,3.9759,2.82426,2.65974,2.65974,2.63232,2.52264,2.52264,2.57748,2.41296,2.41296,2.22102,2.0016599,2.0016599,1.7000401,1.83714,1.8645601,1.8645601,2.0565,2.0016599,2.0016599,1.97424,2.11134,2.11134,1.9194001,2.0565,2.0565,2.16618,2.0565,2.27586,1.94682,2.08392,1.97424,2.08392,1.7548801,2.3307,2.24844,2.63232,2.41296,2.41296,2.44038,2.742,2.742,2.57748,2.38554,2.38554,2.11134,1.67262,1.67262,1.67262,1.371,1.34358,1.20648,1.17906,1.06938,1.06938,1.20648,1.0968,1.20648,1.2339001,1.0145401,1.0145401,0.93228006,0.95970005,0.95970005,1.04196,1.0145401,1.0145401,0.98712,1.2339001,1.2339001,1.28874,1.31616,1.0968,1.0968,1.45326,1.42584,1.39842,1.2339001,1.28874,1.28874,1.28874,1.31616,1.31616,1.28874,1.31616,1.31616,1.39842,1.34358,1.34358,1.371,1.31616,1.26132,1.26132,1.12422,1.0968,1.0145401,1.0145401,1.04196,1.04196,1.12422,1.04196,1.04196,1.17906,1.31616,1.31616,1.31616,1.0968,1.0968,1.04196,1.06938,1.06938,1.06938,1.06938,1.12422,1.12422,1.2339001,1.20648,1.20648,1.371,1.371,1.371,1.31616,1.20648,1.20648,1.12422,1.17906,1.17906,1.06938,1.2339001,1.06938,1.06938,1.2339001,1.26132,1.26132,1.45326,1.04196,1.39842,1.45326,1.31616,1.31616,1.39842,1.31616,1.31616,1.26132,0.95970005,0.95970005,0.93228006,0.87744004,0.79518,0.79518,0.8226,0.87744004,0.87744004,0.85002005,0.71292,0.76776004,0.79518,0.85002005,0.85002005,0.63066,0.6855,0.6855,0.63066,0.57582,0.57582,0.6855,0.63066,0.60324,0.60324,0.76776004,0.90485996,0.90485996,0.90485996,0.8226,0.87744004,0.74034,0.79518,0.79518,0.87744004,0.79518,0.79518,0.71292,0.87744004,0.87744004,1.06938,1.0968,0.98712,0.98712,1.0145401,0.95970005,0.95970005,1.0145401,0.90485996,0.93228006,0.90485996,1.0145401,1.0145401,0.95970005,0.85002005,0.85002005,0.93228006,0.79518,0.79518,0.79518,0.76776004,0.8226,0.8226,0.93228006,0.85002005,0.85002005,0.76776004,0.85002005,0.71292,0.76776004
5.81304,5.81304,3.89364,5.0727,4.46946,4.46946,4.27752,4.35978,4.35978,3.18072,3.94848,3.94848,4.22268,2.65974,4.77108,4.90818,4.7436604,4.7436604,2.82426,3.8113801,3.8113801,3.86622,5.8953,5.3469,5.3469,4.57914,4.33236,4.33236,4.3049397,2.9887803,2.9887803,4.2501,2.90652,4.4146204,4.16784,2.79684,3.9759,2.82426,2.742,2.742,2.63232,2.68716,2.68716,2.68716,2.41296,2.57748,2.57748,2.38554,1.7548801,1.7548801,1.94682,1.8645601,1.8645601,2.0565,2.13876,2.0016599,2.30328,1.83714,1.83714,1.9194001,1.94682,1.94682,2.16618,2.0565,1.8097199,1.8097199,2.08392,2.11134,2.11134,2.13876,2.3307,2.3307,2.38554,2.35812,2.41296,2.08392,2.71458,2.742,2.57748,2.55006,1.89198,2.11134,1.7823,1.67262,1.67262,1.371,1.28874,1.28874,1.17906,1.06938,1.06938,1.06938,1.0968,1.0968,1.04196,1.2339001,1.0145401,1.0145401,1.34358,1.04196,1.04196,1.04196,1.0968,0.98712,1.2339001,1.34358,1.34358,1.31616,1.31616,1.31616,1.67262,1.42584,1.42584,1.56294,1.28874,1.28874,1.34358,1.15164,1.28874,1.28874,1.2339001,1.31616,1.39842,1.31616,1.39842,1.39842,1.31616,1.20648,1.20648,1.12422,1.0968,1.0968,1.0145401,1.04196,1.0145401,1.0145401,0.95970005,1.12422,1.12422,1.28874,1.12422,1.31616,1.12422,1.15164,1.04196,1.06938,1.0145401,1.0145401,1.06938,1.15164,1.15164,1.12422,1.20648,1.26132,1.26132,1.28874,1.26132,1.26132,1.15164,1.12422,1.12422,1.06938,1.12422,1.06938,1.2339001,1.2339001,1.2339001,1.2339001,1.26132,1.26132,1.371,1.04196,1.12422,1.12422,1.20648,1.31616,1.31616,1.28874,1.26132,1.26132,1.0968,0.90485996,0.93228006,0.87744004,0.87744004,0.87744004,0.8226,0.79518,0.79518,0.79518,0.71292,0.71292,0.6855,0.85002005,0.6855,0.6855,0.60324,0.63066,0.63066,0.6855,0.6855,0.6855,0.71292,0.65808,0.65808,0.76776004,0.71292,0.71292,0.8226,0.8226,0.8226,0.6855,0.79518,0.85002005,0.85002005,0.8226,0.71292,0.71292,0.79518,0.90485996,1.06938,0.95970005,0.95970005,0.95970005,1.0145401,1.15164,1.15164,1.20648,0.90485996,0.90485996,0.93228006,0.95970005,1.0968,1.0968,1.04196,0.93228006,0.93228006,0.93228006,0.85002005,0.79518,0.76776004,0.74034,0.74034,0.93228006,0.85002005,0.85002005,0.87744004,0.85002005,0.85002005,0.76776004
4.99044,4.85334,3.89364,4.7985,3.67428,4.46946,4.27752,4.27752,4.27752,3.18072,3.3726602,3.3726602,2.4678001,2.65974,2.742,2.742,3.5097601,3.75654,3.75654,4.60656,3.86622,3.86622,5.10012,4.96302,5.3469,5.29206,5.37432,5.37432,4.3049397,5.04528,5.04528,4.2501,2.90652,3.23556,3.23556,2.79684,4.4146204,4.4146204,3.0162,2.85168,2.85168,2.96136,2.93394,2.68716,2.4678001,3.0710402,2.57748,2.38554,2.35812,2.35812,1.94682,1.9194001,2.30328,2.30328,2.13876,2.27586,2.27586,1.83714,1.9194001,1.9194001,1.7000401,1.94682,1.94682,2.16618,1.9194001,1.8097199,2.22102,2.22102,2.22102,2.13876,2.13876,2.22102,2.38554,2.35812,2.22102,2.22102,2.71458,2.3307,2.3307,2.41296,1.89198,1.89198,1.94682,1.67262,1.67262,1.48068,1.371,1.28874,1.0968,1.20648,1.20648,1.06938,1.28874,1.0968,1.0968,1.2339001,1.17906,1.17906,1.34358,1.04196,1.04196,1.04196,1.0968,1.0968,1.2339001,1.39842,1.34358,1.48068,1.371,1.67262,1.67262,1.67262,1.7548801,1.56294,1.48068,1.39842,1.39842,1.15164,1.26132,1.26132,1.0968,1.31616,1.31616,1.45326,1.39842,1.12422,1.12422,1.20648,1.17906,1.17906,1.0145401,1.06938,1.0145401,1.0968,0.85002005,0.85002005,0.95970005,0.98712,0.98712,1.28874,1.12422,1.12422,1.31616,1.15164,1.04196,1.04196,1.0968,1.15164,1.15164,1.06938,1.20648,1.12422,1.26132,1.2339001,1.26132,1.28874,1.28874,1.28874,1.15164,1.15164,1.15164,1.12422,1.12422,1.20648,1.20648,1.26132,1.17906,1.17906,1.31616,1.371,1.371,1.04196,1.17906,1.12422,1.20648,1.45326,1.45326,1.28874,1.31616,1.31616,1.2339001,0.90485996,0.79518,0.79518,0.71292,0.87744004,0.87744004,0.85002005,0.79518,0.79518,0.71292,0.85002005,0.6855,0.63066,0.63066,0.63066,0.60324,0.6855,0.6855,0.63066,0.6855,0.6855,0.65808,0.71292,0.60324,0.60324,0.6855,0.8226,0.8226,0.71292,0.60324,0.6855,0.79518,0.8226,0.8226,0.8226,0.79518,0.79518,0.71292,0.90485996,0.90485996,0.87744004,1.0145401,1.06938,1.06938,1.06938,1.20648,1.20648,0.87744004,0.98712,0.93228006,0.95970005,1.0968,1.0968,1.04196,0.90485996,0.90485996,0.98712,0.85002005,0.85002005,0.76776004,0.8226,0.87744004,0.87744004,0.95970005,0.90485996,0.87744004,0.8226,0.87744004,0.76776004
4.99044,4.85334,4.85334,4.113,3.67428,4.57914,4.57914,4.19526,3.0162,3.0162,3.0984602,2.63232,2.4678001,2.71458,2.90652,2.742,3.5097601,4.0855803,4.0855803,4.60656,4.5243,4.5243,3.75654,4.96302,4.33236,4.33236,5.37432,5.9775605,5.9775605,5.3469,4.82592,4.82592,4.3049397,2.65974,3.23556,3.26298,3.0710402,3.0710402,3.0162,2.9887803,2.9887803,2.96136,2.93394,2.96136,2.96136,3.0710402,3.5097601,3.5097601,1.0145401,1.94682,1.94682,1.9194001,2.30328,2.30328,2.22102,1.97424,2.27586,2.0290802,1.94682,1.94682,1.7000401,1.83714,2.11134,2.16618,1.9194001,2.22102,2.22102,2.22102,2.30328,2.30328,2.0290802,2.22102,2.22102,2.30328,2.1936,2.22102,2.79684,2.79684,2.3307,2.41296,2.3307,2.1936,1.94682,1.7000401,1.8097199,1.8097199,1.371,1.48068,1.48068,1.371,1.20648,1.20648,1.20648,1.0968,1.0968,1.34358,1.45326,1.17906,1.31616,1.20648,1.31616,1.04196,1.26132,1.39842,1.2339001,1.39842,1.61778,1.61778,1.371,1.89198,1.89198,2.0565,1.7548801,1.7548801,1.39842,1.48068,1.31616,1.31616,1.15164,1.0968,1.0968,1.371,1.39842,1.45326,1.371,1.371,1.371,1.20648,1.26132,1.26132,1.0968,1.06938,1.06938,1.0968,0.85002005,0.95970005,0.95970005,1.04196,1.15164,1.15164,1.12422,1.15164,1.31616,1.20648,1.0968,1.0968,1.0968,0.95970005,0.95970005,1.06938,1.20648,1.20648,1.20648,1.2339001,1.20648,1.20648,1.26132,1.17906,1.17906,1.06938,1.15164,1.12422,1.06938,1.26132,1.20648,1.26132,1.20648,1.20648,1.31616,1.42584,1.42584,1.2339001,1.17906,1.26132,1.26132,0.90485996,1.28874,1.28874,1.34358,1.2339001,1.2339001,0.95970005,0.76776004,0.79518,0.71292,0.71292,0.71292,0.85002005,0.74034,0.74034,0.79518,0.85002005,0.79518,0.79518,0.5484,0.60324,0.60324,0.60324,0.63066,0.63066,0.71292,0.63066,0.65808,0.71292,0.6855,0.6855,0.6855,0.79518,0.79518,0.79518,0.60324,0.60324,0.65808,0.87744004,0.8226,0.8226,0.76776004,0.71292,0.71292,0.85002005,0.87744004,0.87744004,1.0145401,1.04196,1.04196,1.06938,1.04196,1.04196,1.04196,0.98712,0.98712,1.0968,1.0968,1.06938,1.06938,1.04196,1.04196,0.98712,0.95970005,0.98712,0.76776004,0.8226,1.0145401,1.0145401,0.95970005,0.90485996,0.90485996,0.90485996,0.87744004,0.87744004
3.6194398,3.7291203,2.742,4.113,4.55172,4.99044,4.99044,4.19526,5.2372203,5.2372203,3.0984602,2.63232,2.63232,2.4678001,2.90652,3.1533,3.1533,3.2904,4.27752,4.27752,3.59202,3.75654,3.75654,4.22268,5.04528,4.33236,3.8388002,5.15496,5.15496,5.3469,5.6211,5.6211,4.88076,2.65974,2.63232,2.63232,3.0710402,3.26298,3.26298,3.3178198,2.8791,2.8791,2.7694201,2.38554,2.96136,3.0710402,4.35978,3.5097601,1.0145401,1.8645601,1.8645601,1.9194001,1.89198,2.30328,2.30328,1.97424,1.7548801,1.7548801,1.94682,1.89198,1.89198,1.89198,2.11134,2.11134,2.13876,2.1936,2.22102,2.30328,2.742,2.742,2.0290802,2.08392,2.35812,2.30328,2.1936,2.71458,2.71458,2.79684,2.65974,2.65974,2.3307,2.1936,2.1936,2.11134,1.8097199,1.8097199,1.72746,1.83714,1.48068,1.371,1.2339001,1.371,1.20648,1.371,1.39842,1.39842,1.45326,1.28874,1.28874,1.20648,1.31616,1.31616,1.34358,1.39842,1.39842,1.5081,1.67262,1.7823,1.7823,1.7548801,2.0016599,2.0565,1.97424,1.7823,1.39842,1.48068,1.67262,1.67262,1.15164,1.39842,1.39842,1.5355201,1.39842,1.39842,1.48068,1.39842,1.39842,1.39842,1.2339001,1.0968,1.0968,1.12422,1.26132,1.0968,1.12422,1.12422,1.12422,1.04196,1.12422,1.12422,1.12422,1.15164,1.15164,1.2339001,1.0968,1.12422,1.12422,1.04196,1.0968,1.0968,1.17906,1.15164,1.20648,1.20648,1.20648,1.20648,1.26132,1.2339001,1.2339001,1.06938,1.15164,1.15164,1.20648,1.26132,1.42584,1.42584,1.31616,1.371,1.371,1.371,1.34358,1.2339001,1.17906,1.06938,1.26132,0.90485996,1.2339001,1.2339001,1.34358,1.2339001,1.2339001,1.0968,0.76776004,0.74034,0.74034,0.79518,0.74034,0.74034,0.6855,0.79518,0.79518,0.6855,0.79518,0.79518,0.5484,0.63066,0.63066,0.60324,0.60324,0.60324,0.57582,0.63066,0.63066,0.63066,0.71292,0.79518,0.79518,0.79518,0.79518,0.79518,0.71292,0.6855,0.65808,0.87744004,0.74034,0.74034,0.76776004,0.76776004,0.76776004,0.93228006,0.87744004,0.87744004,1.12422,1.12422,1.0145401,1.0145401,1.0145401,0.90485996,1.04196,1.12422,1.0145401,1.0968,1.0968,1.06938,1.06938,1.04196,1.04196,1.04196,0.95970005,0.98712,0.98712,0.95970005,0.95970005,1.04196,1.04196,0.93228006,0.87744004,0.90485996,0.85002005,0.85002005
